ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,prize1,prize2,prize3,prize4,prize5,prize6,prize7,prize8,prize9,prize10,prize11,prize12,ic,Q3,Q5,Q7,Q9,Q11,Q13,Q15,Q17,Q35,Q37,Q40,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q42,nv_nz_61_15,nv_nz_61_20,nv_nz_61_25,nv_nz_61_30,nv_nz_61_35,nv_nz_61_45,nv_nz_61_50,nv_nz_61_55,nv_nz_61_60,nv_nz_61sp,nv_nz_84_20,nv_nz_84_30,nv_nz_84_40,nv_nz_84_50,nv_nz_84_60,nv_nz_84_65,nv_nz_84_70,nv_nz_84_75,nv_nz_84_80,nv_nz_84sp,nv_nz_107_35,nv_nz_107_45,nv_nz_107_60,nv_nz_107_75,nv_nz_107_85,nv_nz_107_90,nv_nz_107_95,nv_nz_107_100,nv_nz_107_105,nv_nz_107s,nv_z_61_15,nv_z_61_20,nv_z_61_25,nv_z_61_30,nv_z_61_35,nv_z_61_45,nv_z_61_50,nv_z_61_55,nv_z_61_60,nv_z_61s,nv_z_84_20,nv_z_84_30,nv_z_84_40,nv_z_84_50,nv_z_84_60,nv_z_84_65,nv_z_84_70,nv_z_84_75,nv_z_84_80,nv_z_84,nv_z_107_35,nv_z_107_45,nv_z_107_60,nv_z_107_75,nv_z_107_85,nv_z_107_90,nv_z_107_95,nv_z_107_100,nv_z_107_105,nv_z_107s,v_nz_61_15,v_nz_61_20,v_nz_61_25,v_nz_61_30,v_nz_61_35,v_nz_61_45,v_nz_61_50,v_nz_61_55,v_nz_61_60,v_nz_61s,v_nz_84_20,v_nz_84_30,v_nz_84_40,v_nz_84_50,v_nz_84_60,v_nz_84_65,v_nz_84_70,v_nz_84_75,v_nz_84_80,v_nz_84s,v_nz_107_35,v_nz_107_45,v_nz_107_60,v_nz_107_75,v_nz_107_85,v_nz_107_90,v_nz_107_95,v_nz_107_100,v_nz_107_105,v_nz_107,v_z_61_15,v_z_61_20,v_z_61_25,v_z_61_30,v_z_61_35,v_z_61_45,v_z_61_50,v_z_61_55,v_z_61_60,v_z_61s,v_z_84_20,v_z_84_30,v_z_84_40,v_z_84_50,v_z_84_60,v_z_84_65,v_z_84_70,v_z_84_75,v_z_84_80,v_z_84s,v_z_107_35,v_z_107_45,v_z_107_60,v_z_107_75,v_z_107_85,v_z_107_90,v_z_107_95,v_z_107_100,v_z_107_105,v_z_107,Q55,rs_1_1,rs_2_1,rs_3_1,rb_1_1,rb_2_1,rb_3_1,sorbet,decide,conf,what_conf,reader,age,gender,edu,race_1,race_2,race_3,race_4,race_5,race_6,race_7,comments,thanks,LocationLatitude,LocationLongitude,LocationAccuracy
R_24HmvsHMOeHc5Cc,Default Response Set,Anonymous,,,128.6.37.60,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,88 dollars in 11 days,110 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,100,91,86,1,by how much i would lose by waiting,2,,10,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_31jh2bgT7mcBxcO,Default Response Set,Anonymous,,,128.6.37.43,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,2,2,,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,76,78,,,,1,,1,The reasoning behind the survey.,READER,3,2,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_3JgeFCB74lwQU61,Default Response Set,Anonymous,,,128.6.37.60,0,10/26/2015 12:13,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,,0 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,2,1,1,,,,,,,,,1,,,,,,,,,2,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,,,,,,2,1,,,,,1,,,,2,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,,,,,,1,1,,,,,,,,,2,1,1,48,0,100,,,,1,I'll make my decision choose to receive my money in 15 days.,2,,10 minutes ,2,2,2,,,,1,,,,"No, I don't. ",1,40.55160522,-74.46369934,-1
R_3nkZLW5duwf20AT,Default Response Set,Anonymous,,,128.6.36.102,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,87 dollars in 11 days,106 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,Look at the time of how long it will take to get your money and the amounts being offered. ,1,"""How unlike are the two times?"" ",READER,2,2,2,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_2BksRobT4GHQH8S,Default Response Set,Anonymous,,,128.6.37.231,0,10/26/2015 12:06,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,86 dollars in 11 days,105 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,69,37,7,1,I would rather be patient and win more money,2,,READER,2,1,4,1,,,,,,,Nope,1,40.55160522,-74.46369934,-1
R_AcFuMEblx0GCAvf,Default Response Set,Anonymous,,,128.6.37.106,0,10/26/2015 12:13,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,78 dollars in 11 days,106 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,,,,,,,,2,2,1,,,,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,2,2,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,,,1,1,1,2,2,,,,,,,,1,,,,,,1,1,1,1,1,1,,,,100,62,37,1,Mathematically ,2,,Reader,5,1,4,1,,,,,,,No,1,40.55160522,-74.46369934,-1
R_3lDjTP73Pvd4UuU,Default Response Set,Anonymous,,,128.6.37.48,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,57 dollars in 8 days,89 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,15,25,41,,,,1,Probability of getting higher amount of money vs amount I could get now,1,Repitition,READER,2,2,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_3M5tgfIY5qWdPfF,Default Response Set,Anonymous,,,128.6.36.197,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,83 dollars in 11 days,110 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,,,,49,49,49,1,i choose to wait . Im patient .,1,almost same question again and again.,READER,2,1,2,,,,,,,1,,1,40.48350525,-74.44319916,-1
R_Z7rw5L6BbdWVpTz,Default Response Set,Anonymous,,,128.6.36.229,0,10/26/2015 12:14,10/26/2015 12:23,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,60 dollars in 8 days,0 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,,,,1,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,1,1,52,0,,,,,1,What I perceived to be a good amount of money,1,Had problems loading the wheel and columns,10,2,1,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_3HnLUEIYOxj4hcP,Default Response Set,Anonymous,,,128.6.37.95,0,10/26/2015 12:14,10/26/2015 12:24,1,0 cents today,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,88 dollars in 11 days,105 dollars in 28 days,57 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,1,,1,The unlikeliness part ,READER,2,2,2,,,,1,,,,N/A,1,40.55160522,-74.46369934,-1
R_qzjkKQtdyYbtwDn,Default Response Set,Anonymous,,,128.6.37.0,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,,102 dollars in 28 days,65 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,64,53,51,1,,2,,reader,2,1,4,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_3e9cGTXM5e3qsRS,Default Response Set,Anonymous,,,128.6.37.2,0,10/26/2015 12:13,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,78 dollars in 11 days,105 dollars in 28 days,65 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,,,,95,75,56,1,Grreater chance of making more money,1,"The wheel would show up after choosing which decision we would prefer, so we would not know what the amounts in the wheel were.",READER,3,1,3,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_2S16i2ioJKBouKa,Default Response Set,Anonymous,,,128.6.36.239,0,10/26/2015 12:17,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,84 dollars in 11 days,110 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,99,100,100,,,,1,Money now,1,Did it on my phone and none of it made sense. Confused as to why I did it. ,Reader,2,1,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_1eRVfoXa2l7nQib,Default Response Set,Anonymous,,,128.6.37.33,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,84,85,,,,1,Whether the amount on the left was greater than the amount on the right and what the chances of spinning a higher number were. ,2,,15,2,2,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_3RfrsrYhEVnJWmr,Default Response Set,Anonymous,,,128.6.36.83,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,65 dollars in 8 days,86 dollars in 11 days,109 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,15,27,88,,,,1,I wanted to make the most money today preferred to next week,1,The wording of the questions were extremely confusing,READER,2,2,3,1,,,,,,,No thanks,1,40.48350525,-74.44319916,-1
R_0iyHnihZmUemfN7,Default Response Set,Anonymous,,,128.6.37.68,0,10/26/2015 12:13,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,78 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,,,,46,67,5,1,"I mainly chose below $50 to be spun/received in a couple days and over $50, I chose to receive it now.",1,I found the spinning board a little confusing but it's a win or lose chance.,READER,3,2,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_3esfGiMCiHVKFY8,Default Response Set,Anonymous,,,128.6.36.172,0,10/26/2015 12:14,10/26/2015 12:24,1,,,,,,,,,,,,,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,100,100,100,1,I'd rather have money now than later,2,,Reader,2,1,3,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_2cdcI8JCbSNl0mI,Default Response Set,Anonymous,,,128.6.37.250,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,,,,41,19,25,1,If the amounts were close to the amount on the wheel I would rather have them now rather than later.,2,,READER,2,2,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_9zB5HD2k4HOoowN,Default Response Set,Anonymous,,,128.6.37.217,0,10/26/2015 12:13,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,65 dollars in 8 days,83 dollars in 11 days,106 dollars in 28 days,65 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,100,100,100,1,Common sense sometimes,1,"The pictures did not match the questions, cents and dollars were mixed up / Pictures did not load / and questions were worded oddly.",READER,2,1,3,1,,,,,,1,,1,40.55160522,-74.46369934,-1
R_2yphKxXtHJcCbZF,Default Response Set,Anonymous,,,128.6.37.98,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,,,,,107 dollars in 28 days,,87 dollars in 11 days,,60 dollars in 8 days,,,,1,1,2,,1,2,,1,1,1,1,1,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,,,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,0,0,,,,1,Estimated gain,2,,READER ,2,2,3,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_RJ1EDzPWlHH6T8B,Default Response Set,Anonymous,,,128.6.37.77,0,10/26/2015 12:14,10/26/2015 12:24,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,83 dollars in 11 days,109 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,19,19,19,1,I'm risk averse,2,,READER,2,1,3,1,,,,,,,No,1,40.55160522,-74.46369934,-1
R_2Xpw8J6E6xB0LJP,Default Response Set,Anonymous,,,128.6.37.178,0,10/26/2015 12:14,10/26/2015 12:24,1,107 cents today,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,78 dollars in 11 days,,0 dollars in 8 days,0 dollars in 11 days,106 dollars in 28 days,,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,Based of the likelihood of winning the spin.,1,"The directions weren't exactly clear, it felt very repetitive without clarification which may have disengaged some people.",READER,2,1,3,1,,,,,,,No.,1,40.55160522,-74.46369934,-1
R_2usma4WPXL4UJiO,Default Response Set,Anonymous,,,128.6.36.166,0,10/26/2015 12:14,10/26/2015 12:25,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,2,1,,,,,,,,,2,1,,,,,,,,,2,1,1,1,1,1,1,2,2,2,2,1,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,1,,,,,,,,,1,1,,,,,,,,,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,2,1,1,,,,100,84,85,1,Instinct ,2,,READER,2,2,4,1,,,,,,,,1,40.48350525,-74.44319916,-1
